n_modes,n_parameters,train_wall_s,final_loss,train_in_dist_rel_l2_mean,train_extrap_rel_l2_mean,val_in_dist_rel_l2_mean,val_extrap_rel_l2_mean,train_in_dist_rel_l2_max,train_extrap_rel_l2_max,val_in_dist_rel_l2_max,val_extrap_rel_l2_max
4,62433,52.92238220000036,2.383031334195818,0.6636479731566597,1.0941922839226161,0.6867624514742968,1.1963986356120937,0.8134122336671905,1.5798654242116321,0.6867624514742968,1.1963986356120937
8,177121,98.92999819999932,2.3594519070216586,0.6494343426811096,1.0412678934708235,0.6716133301934888,1.160301039921941,0.8063583328585127,1.606504119891805,0.6716133301934888,1.160301039921941
16,603105,99.90419770000062,2.496424981525966,0.6945227915058475,1.1226347132330778,0.7216412023185244,1.3000885898257268,0.877687166815208,1.8555366130527107,0.7216412023185244,1.3000885898257268
