sample,nu,weight_mode,t_train_end,rel_l2_train_mean,rel_l2_train_max,rel_l2_extrap_mean,rel_l2_extrap_max,final_rel_l2,final_spec_dist,first_cross_rel_l2,first_cross_spec_dist,early_warning_lead
sample0,0.0031830988618379067,high_freq,1.0,0.0001071933069578128,0.0001809527506045094,0.015117880208873107,0.04661347530458009,0.04661347530458009,91.03481174998534,0.9949495196342468,0.432121217250824,0.5628283023834229
sample1,0.0031830988618379067,high_freq,1.0,0.00017147590133445082,0.00028751262226715054,0.07415818089280622,0.25165288845414235,0.25165288845414235,78.34018844564474,0.8642929196357727,0.0,0.8642929196357727
sample2,0.0031830988618379067,high_freq,1.0,0.00021224383260285795,0.0003662927541562692,0.06564351034978094,0.1749792697595957,0.1749792697595957,93.5214049951793,0.5125252604484558,1.1356565952301025,-0.6231313347816467
sample3,0.0031830988618379067,high_freq,1.0,0.00021855860220383567,0.00030572039080523794,0.2544647542761517,0.49592908365565735,0.49592908365565735,237.6848444136435,1.0150505304336548,0.0,1.0150505304336548
sample4,0.0031830988618379067,high_freq,1.0,0.0002841176540154686,0.00040875645949299576,0.129327030260537,0.29858866144194024,0.29858866144194024,420.56173495542373,1.0251010656356812,0.0,1.0251010656356812
sample5,0.0031830988618379067,high_freq,1.0,0.00016340617774995093,0.0002849074198600086,0.12893233586601383,0.3348323214515305,0.3348323214515305,420.8679577510518,0.9748485088348389,0.0,0.9748485088348389
sample6,0.0031830988618379067,high_freq,1.0,0.00021440946467985475,0.00038336680089624353,0.1969669975356173,0.45561838463705395,0.45561838463705395,703.3506973915867,0.5828787684440613,1.0552525520324707,-0.4723737835884094
sample7,0.0031830988618379067,high_freq,1.0,0.00014032572720044996,0.00019016721859699582,0.3179324231809105,0.6092644669478435,0.6092644669478435,425.21170369218373,1.0150505304336548,0.0,1.0150505304336548
